logFC	AveExpr	t	P.Value	adj.P.Val	B
9140	2.97899748430142	3.54302338776171	11.4835217061297	3.61589545574891e-07	0.00303631117760746	6.7086887847767
3501	2.59247933966054	2.08507393195861	10.6345434045035	7.49799004157756e-07	0.00303631117760746	6.12048081072373
584	-1.75098350452419	2.96470028362896	-10.1811209359625	1.12986850188638e-06	0.00303631117760746	5.78074859526657
3341	2.67359138183823	2.07829651253843	9.99776212067959	1.33947946357094e-06	0.00303631117760746	5.63794219602531
9358	3.16115329851952	3.66730986806901	9.76506171075614	1.66866958540748e-06	0.00303631117760746	5.45202218147795
583	-2.50864041453375	3.70649005323301	-9.33477361017897	2.53436266905921e-06	0.00384293859385012	5.09386813303697
3461	2.89238208798838	2.26824880902853	8.99700561679079	3.55752386148386e-06	0.00462376458454003	4.79902703005163
1646	1.23633306465326	3.45377984124787	7.74366024110118	1.37575857049274e-05	0.009665073096086	3.58922659588178
3352	3.66647444353687	2.72941880946603	7.69575904840051	1.4533741003655e-05	0.009665073096086	3.53909436665806
3349	5.69666973050224	3.77615175171157	7.69249383448552	1.45883479342131e-05	0.009665073096086	3.53566602491448
7820	1.29445033415787	1.38375662908806	7.66848653807761	1.49967297800958e-05	0.009665073096086	3.51041590590562
9395	3.22757987801528	3.47993457543804	7.51124902102357	1.79975011711186e-05	0.009665073096086	3.34313309493314
8324	1.51892269054264	2.88372191898512	7.51107574460155	1.80011464921523e-05	0.009665073096086	3.34294691107978
3407	2.45409070003259	1.99462320418366	7.49399968030234	1.83643354179485e-05	0.009665073096086	3.32457885662176
2247	2.50628206218294	4.62162507509751	7.48625990565475	1.85315564742689e-05	0.009665073096086	3.31624043720848
6903	-2.06181581431635	3.17583337304743	-7.4693745259892	1.89021184425399e-05	0.009665073096086	3.29802073921614
7269	-1.01942494339719	1.85419649639815	-7.41918734451283	2.00516479575102e-05	0.009665073096086	3.24363791083733
5031	1.3392467781045	1.96619610829498	7.41149650793273	2.02343905640603e-05	0.009665073096086	3.23527364636667
3355	3.25207923280885	2.61236728516698	7.40024970127612	2.05048781982462e-05	0.009665073096086	3.22302742013638
3416	1.88942270362506	1.65588912590224	7.37021443924894	2.12465884723807e-05	0.009665073096086	3.19023785434805
3415	2.41652481975721	2.1041266871379	7.30330134235769	2.30054367108326e-05	0.00996683158072165	3.11674046508442
4478	-2.89814433877804	5.74519541409023	-7.22350402305956	2.53114324617853e-05	0.0102797417322675	3.02827644029054
8901	2.7112410324418	3.94677181600381	7.17948840086566	2.66893690599196e-05	0.0102797417322675	2.97909826019446
6650	-1.86675971702647	2.94241886659166	-7.16631521789746	2.7117366627217e-05	0.0102797417322675	2.96432690537248
8510	1.76045333037621	2.54519036117008	7.03987811657836	3.16239717566847e-05	0.0112196317359857	2.82129743854653
3408	3.12907224235799	2.38867772314755	7.02861194630822	3.20631375176552e-05	0.0112196317359857	2.80844204918325
3351	6.02086069274747	4.08817589559682	6.83335889690629	4.08198192821206e-05	0.0128553233303904	2.58273173562325
3350	5.96856368069476	3.9462701536574	6.81094565858239	4.19795843513323e-05	0.0128553233303904	2.55646671977877
7785	1.3483865606373	1.67707236303162	6.80332398362083	4.23820254897547e-05	0.0128553233303904	2.54751842092401
6669	-2.1871753465247	3.15870458737083	-6.73126847448387	4.63991232850525e-05	0.0128553233303904	2.46249769580263
3361	2.20619759763791	2.04499595328104	6.66741358663497	5.03033697566445e-05	0.0128553233303904	2.38651018133759
3348	3.65521800122128	2.61193205154732	6.64146597819897	5.19898392170686e-05	0.0128553233303904	2.35545887159213
3347	2.47605558741791	2.0443504679219	6.62241228934634	5.32670167080874e-05	0.0128553233303904	2.33259336402003
3559	-0.960971694341484	1.92975157629185	-6.60428176075701	5.45137598936768e-05	0.0128553233303904	2.31078519883997
3357	2.67172031484648	2.1846565297777	6.58642977572133	5.57721293357856e-05	0.0128553233303904	2.28926387319059
7270	-1.12625585080397	1.86773887814616	-6.5737673517464	5.66836529888962e-05	0.0128553233303904	2.27396974323821
8947	1.59262249328743	3.12084390567697	6.5454029650737	5.87842915343191e-05	0.0128553233303904	2.23962259432268
4479	-2.63646650468165	5.42820165135593	-6.5404341817001	5.91608327745181e-05	0.0128553233303904	2.2335932802984
3405	1.79983627258796	1.77698564675442	6.5365743036377	5.94551329232689e-05	0.0128553233303904	2.22890698222989
9396	3.06275153903016	3.55180029708009	6.53331788301106	5.97046486376431e-05	0.0128553233303904	2.22495159484593
3079	-1.226192233926	2.06876468348271	-6.5105126335965	6.14839804668032e-05	0.0128553233303904	2.19720643861508
9384	1.50763859922625	3.7352841897446	6.4953803338641	6.26961249833838e-05	0.0128553233303904	2.17875283965896
5719	1.00618855957371	0.950245419207321	6.47815910113019	6.41069947552988e-05	0.0128553233303904	2.1577095788751
6136	0.858113150824131	1.78258634178818	6.47209658225614	6.46117802798852e-05	0.0128553233303904	2.15029084881041
8250	0.999837238591838	2.44640907688678	6.46125630843198	6.55250796657282e-05	0.0128553233303904	2.1370116379756
3353	3.20174427586203	2.59401759254415	6.44629658785582	6.6808347493664e-05	0.0128553233303904	2.11865679942168
3410	2.48134920864441	2.36861549297361	6.4424340848556	6.71440569225516e-05	0.0128553233303904	2.11391216510218
3573	-1.10566083063263	1.82391416411951	-6.42007547455553	6.91233908838444e-05	0.0128553233303904	2.08640254147772
3288	1.18049976310955	3.10075988510071	6.40599561175047	7.04020094563919e-05	0.0128553233303904	2.06903979165046
5222	-2.04210854230378	1.73007390930743	-6.37929570117412	7.28971454909793e-05	0.0128553233303904	2.03603125363589
3346	2.15893412326492	2.09738296293048	6.34764346962313	7.59790303341736e-05	0.0128553233303904	1.99675879695266
8532	1.63379929448282	2.72179177323646	6.34359116395055	7.63836082519018e-05	0.0128553233303904	1.99171980354686
7822	1.55112040239765	1.67352198963114	6.3392415918702	7.68204460862312e-05	0.0128553233303904	1.98630835582508
1912	1.94288707395638	3.36757862781554	6.33172814390817	7.7581385384536e-05	0.0128553233303904	1.97695377504821
6093	0.795779136106069	1.64619078857718	6.33042596193232	7.77140891593178e-05	0.0128553233303904	1.97533161741214
3558	-0.829463200407309	1.59440616334747	-6.31589634424889	7.92114651655086e-05	0.0128690341084964	1.95721404828901
9157	1.62247283409016	4.08354049799842	6.28225337093656	8.27990957506465e-05	0.0130066244588305	1.91513842801717
6651	-1.68928396963709	3.20042514947489	-6.28116911722233	8.29175883284426e-05	0.0130066244588305	1.91377950088399
8921	1.33969179369373	4.06040260114818	6.26684619950679	8.45001049245412e-05	0.0130302026203979	1.89581112394497
9526	1.73612075500314	3.2694596007143	6.20365784482627	9.18798922105644e-05	0.0133052297091841	1.81616110346707
4633	-1.66648653095235	3.94204696041713	-6.20207481235709	9.20734513339978e-05	0.0133052297091841	1.814157713061
6141	0.809036730675867	1.55770984363529	6.19340217129498	9.31416744624724e-05	0.0133052297091841	1.8031752324791
9448	3.8659546138656	3.72241955571338	6.18648645985969	9.40030425557657e-05	0.0133052297091841	1.79440923793599
9139	2.59450859982378	3.6037033099708	6.18339016724291	9.43914650842239e-05	0.0133052297091841	1.79048212896155
2136	1.75687129133384	3.16016752823139	6.17810675009248	9.50582469880155e-05	0.0133052297091841	1.78377758923202
3363	2.11792459716487	1.86447779527972	6.16174817687686	9.71550535480686e-05	0.0133926769269747	1.76299136904413
9223	3.29279414001489	3.63688451800299	6.12521493847119	0.000102019474822827	0.0138533310737027	1.71641937936144
3500	1.69158329838054	1.72418156381682	6.11138889254521	0.000103928147655188	0.0139049748142191	1.69873981174135
2404	0.851792496726493	1.56829676110141	6.08733025648577	0.000107341510584045	0.0139544133619128	1.66790442061893
4477	-2.63036756528536	5.5864176488197	-6.08141298583625	0.000108199361758482	0.0139544133619128	1.66030651190969
3427	-1.01275226511357	2.58310533346553	-6.06409114324382	0.000110753194518047	0.0139544133619128	1.63803334062744
3359	2.56271902948388	2.29799126897306	6.04874675442537	0.000113069607878533	0.0139544133619128	1.61826356442322
8946	2.3914457563218	3.50442337143771	6.03483074077893	0.000115215425268798	0.0139544133619128	1.60030215572299
3561	-0.811899231115056	1.92154531672408	-6.02787867543768	0.000116303764287363	0.0139544133619128	1.59131772551037
8950	-1.33094669625911	2.43818738507356	-6.01850536297413	0.0001177886595747	0.0139544133619128	1.57919219532313
4507	-1.67894634815977	1.82363247751155	-6.01581324627726	0.000118218891444263	0.0139544133619128	1.57570705821121
4114	-0.923334851220418	1.18200152531056	-6.00412648553502	0.000120106233193972	0.0139544133619128	1.56056449479307
2651	-0.957940492694302	2.1017268607627	-5.98576876623238	0.000123136525138219	0.0139544133619128	1.53673494266613
1784	2.05836241353153	3.96286752782319	5.98494570632333	0.000123274295575452	0.0139544133619128	1.53566531231635
4476	-2.043318501251	4.653767907241	-5.98123301066999	0.000123897816850911	0.0139544133619128	1.5308390487845
2400	1.18051674539641	2.85084304191321	5.97922227673046	0.000124236918258402	0.0139544133619128	1.528224318212
1582	1.00993528718578	1.75208181759361	5.94457203260192	0.000130239773558044	0.0144502617052571	1.48306544127626
582	-2.85275831435201	4.5400248599967	-5.91985134839084	0.000134712373111792	0.0145836992325661	1.45073165834808
3582	-1.39911608366915	1.29728022624544	-5.89537886796097	0.000139302803411259	0.0145836992325661	1.41862732695795
3462	2.16242741602146	2.08930261213198	5.8896470692597	0.000140402026073158	0.0145836992325661	1.41109433968633
3413	2.64085797138784	2.39649702630034	5.88833710374514	0.000140654550479492	0.0145836992325661	1.40937199372399
3409	2.55577388776452	2.31393102979666	5.88773681521827	0.000140770431948102	0.0145836992325661	1.40858264204017
3547	-1.50858989453418	1.20709612081919	-5.88623817262942	0.000141060181629569	0.0145836992325661	1.40661174713242
9061	2.12790804773894	3.40675080027801	5.86389482667794	0.000145456801574794	0.0148062173104228	1.37718535715015
4908	1.30925519037243	2.32303911782814	5.85530618768597	0.00014718575143044	0.0148062173104228	1.36585298129777
3777	-1.31841069549875	3.21086994903664	-5.85083413238518	0.000148094721394644	0.0148062173104228	1.35994764506045
8549	1.37704837743226	2.53809332082323	5.78904512350831	0.000161289206601681	0.0154829241556791	1.27803032603868
3402	1.3306169330079	1.26012316740124	5.77968585768916	0.00016339534228006	0.0154829241556791	1.26556926312823
1154	-1.1770319436878	1.98693775657028	-5.77128687651954	0.000165310493313079	0.0154829241556791	1.25437486773033
6656	-4.67187977179114	6.43066240614793	-5.76617459073074	0.000166487975635019	0.0154829241556791	1.2475555727232
7534	-2.87734792082465	5.26786071632518	-5.7605645447847	0.000167790457345665	0.0154829241556791	1.24006752423339
4027	-0.934213018583842	1.07255636985794	-5.7590942240979	0.000168133624343657	0.0154829241556791	1.23810417426445
5095	-1.02752435421958	2.61053958520114	-5.75715502933936	0.000168587375451408	0.0154829241556791	1.23551420035408
9560	0.877407727235918	1.39418482602552	5.74694393426155	0.000170998413702857	0.0154829241556791	1.22186645574308
4470	-2.24169756430509	4.57863505353524	-5.74388614021282	0.000171727588435338	0.0154829241556791	1.21777629692746
4459	-1.63372991487576	3.81562195181924	-5.74324366094291	0.000171881220017981	0.0154829241556791	1.21691671597502
1517	1.3201745402986	2.09832631446083	5.73511916218142	0.000173836733847905	0.0155055549465514	1.20604117211552
7010	-1.39996826367402	2.5391718836392	-5.71187250290409	0.00017956492472303	0.015860987234273	1.17486479460757
4464	-1.17777650862176	2.11830102700696	-5.69331050768296	0.000184283953857696	0.015982004916772	1.14990917096316
4868	1.29713224727771	2.16943915982624	5.6819095553094	0.000187248156182195	0.015982004916772	1.13455392635965
9280	1.64184217949461	2.95246037105461	5.68008805680673	0.000187726451367596	0.015982004916772	1.13209873862682
3467	0.943536611084497	2.06080139701149	5.67129299549126	0.000190054373621055	0.015982004916772	1.12023646764833
9406	2.62927273316979	3.43684942842343	5.66854606253322	0.000190787767513097	0.015982004916772	1.11652903082905
7009	-0.91547565056407	1.79681599359947	-5.66032931465032	0.000192999678995738	0.015982004916772	1.10543198484216
3476	2.81848493714483	2.39230729452021	5.65947385334015	0.000193231538892605	0.015982004916772	1.10427603016776
5996	0.820820851546381	1.96639548321605	5.65192985598444	0.000195289187325738	0.0160066759125186	1.09407702971895
3078	-1.04779113084343	2.02244205502082	-5.62989893364997	0.000201433649134235	0.0163275581519568	1.06424056076401
7666	-1.04830248328218	1.9302234306184	-5.62053309773182	0.000204108211911372	0.0163275581519568	1.05153290348825
1422	-1.02405122234567	1.20456262625941	-5.61886686946639	0.000204588000585082	0.0163275581519568	1.04927067877329
3077	-0.919490049004991	2.06088880535953	-5.60165952843572	0.000209614056250142	0.0165832059457721	1.02588243365367
5880	-1.58041077835007	3.27423845474595	-5.58093539696706	0.000215843404784339	0.0169274873590288	0.997651267675831
4467	-2.18928748501663	3.59823549810145	-5.56821570109517	0.00021976464421968	0.0169274873590288	0.98028998943242
5997	0.796756776258302	1.95328844087505	5.56741733729624	0.00022001329402463	0.0169274873590288	0.979199428391321
1175	-1.77515073240827	2.83181677234994	-5.56295668796243	0.000221408111202949	0.0169274873590288	0.973104325221011
