logFC	AveExpr	t	P.Value	adj.P.Val	B
126	-2.31095398513084	3.73664031685862	-7.78828684939141	7.17221966547431e-06	0.00851730559049409	4.14302815092365
3763	-1.87901023263527	2.82842134593825	-7.65370487029334	8.48278238507011e-06	0.00851730559049409	3.99011117893736
94	-2.78786369527178	4.57379288709495	-7.40372493865014	1.16503804423384e-05	0.00851730559049409	3.69937563825988
2782	2.19241618523104	2.0077705705224	7.18425031499623	1.54878004556689e-05	0.00851730559049409	3.43677780037119
3374	-1.08031145882154	2.12567000146135	-7.0487752932379	1.85178282618727e-05	0.00851730559049409	3.27118477659344
3729	-1.16267198550556	2.69757328362944	-7.00511858451401	1.96248994126681e-05	0.00851730559049409	3.21724588282982
1747	-1.4096394403864	1.87855314137236	-6.85042151462829	2.41547685748032e-05	0.00851730559049409	3.0238272295165
10	-2.32665774238248	3.88994596686037	-6.82561789089285	2.49796961614948e-05	0.00851730559049409	2.99248104833081
2685	2.08614424582947	1.95334270882515	6.82172605658833	2.51118441112564e-05	0.00851730559049409	2.98755422322268
3934	1.47546029914524	1.97586244078046	6.79885508720849	2.5903694413609e-05	0.00851730559049409	2.95855472388547
51	-2.5942673349096	4.30219306359128	-6.73042668710006	2.84365208133249e-05	0.00851730559049409	2.87131687829174
373	1.39926471508047	3.08488197048591	6.66157872185847	3.12539371433379e-05	0.00851730559049409	2.78282494250019
1293	-0.96923836210698	1.68762194909033	-6.65789582036794	3.14128254592134e-05	0.00851730559049409	2.77807081644401
1713	-1.6466546174264	1.9662713630532	-6.62709456799441	3.27759508873711e-05	0.00851730559049409	2.73822922366359
1658	1.00673060137982	1.66454896759008	6.5784946029065	3.50569060994732e-05	0.00851730559049409	2.6750686927491
3368	-1.15657789443145	2.29015402204447	-6.57764702190863	3.50981595221871e-05	0.00851730559049409	2.67396395265029
974	1.63577147394847	1.85687637178229	6.53612635247833	3.71839227114534e-05	0.00851730559049409	2.61971015426013
3043	1.05010774027849	3.0949381987615	6.448447064864	4.20360784538261e-05	0.00909380497217772	2.50426631103506
2040	-1.0753374932699	1.5625248023797	-6.36437194356364	4.73278214886289e-05	0.00969971246719584	2.39244585693045
95	-2.56022117411414	4.71138851915819	-6.32525164817485	5.00284439514908e-05	0.00973503424797422	2.34003942162654
1304	-1.28026692119004	2.579393324621	-6.29137252306276	5.2500184696317e-05	0.00973503424797422	2.29446052031533
118	-1.10879246160833	2.92148558438188	-6.18640312132619	6.10211115343374e-05	0.0108007367415777	2.15209607895753
880	1.14508345545957	2.21581638284702	6.06852951787436	7.23779238977702e-05	0.0120738725529154	1.99015788755671
3965	1.6011186487635	1.76666037678404	6.03570591942585	7.59267578916286e-05	0.0120738725529154	1.94467213475251
127	-1.99713078755846	3.99662854242791	-6.00514969480331	7.93972538227276e-05	0.0120738725529154	1.90217469995839
1856	-1.60963029818219	1.94354771860343	-5.98975446288269	8.12094170968574e-05	0.0120738725529154	1.88070688954277
1310	-1.330490388963	2.35114664386674	-5.95148208714128	8.5907884194696e-05	0.0120738725529154	1.82717482673147
1431	-1.4787706980287	2.35474692270088	-5.93721202780242	8.77330381830926e-05	0.0120738725529154	1.80715545393794
825	1.20241567857778	2.40642812318152	5.90820902957507	9.15708879548405e-05	0.0120738725529154	1.76636740752155
360	1.31159300565109	2.6679160662721	5.84674358450136	0.000100307112063296	0.0120738725529154	1.67948305918066
315	-1.52203907028806	3.28087304460393	-5.80515583918571	0.000106717975544705	0.0120738725529154	1.62035501047621
941	1.06099683132203	2.16382714322912	5.78353834320518	0.00011022111946666	0.0120738725529154	1.58951096012716
3373	-1.06023728529508	2.16189726740925	-5.77748061574981	0.000111224553528338	0.0120738725529154	1.58085435594571
119	-1.03943759566949	2.80796465859054	-5.74789719448217	0.000116266287736914	0.0120738725529154	1.53849493579433
1699	-1.08779248636106	1.35402556236992	-5.72638107930344	0.000120085380337458	0.0120738725529154	1.50759902408557
832	2.21413830625578	2.91117750013485	5.72050420693069	0.000121151529294714	0.0120738725529154	1.49914731872246
1363	-1.63978760203908	3.14962447542449	-5.71236956222751	0.000122643888226269	0.0120738725529154	1.48743954387381
93	-1.30711329072895	3.80042652135362	-5.68582313751465	0.000127651349108053	0.0120738725529154	1.44915914081971
2993	0.877445090467709	2.90729647542608	5.66532021043541	0.000131667254134813	0.0120738725529154	1.4195165556007
770	1.41293586057299	2.03311513846763	5.65678928775773	0.000133377523687911	0.0120738725529154	1.40716300362189
1069	0.827554487292892	1.37769760720832	5.6459531957859	0.000135584001548235	0.0120738725529154	1.39145460617289
602	1.37267633772906	4.53885506484198	5.64435943041621	0.000135911783216958	0.0120738725529154	1.38914264417172
3783	-1.81777995995175	3.10178655775967	-5.64219829518242	0.000136357597049874	0.0120738725529154	1.38600699144957
783	1.84395673629417	2.05757752380206	5.61982972718794	0.000141064173895584	0.0120738725529154	1.3535080118804
1839	-0.845892694279852	1.37411376559899	-5.61296756898223	0.000142542364379571	0.0120738725529154	1.34352207315135
916	2.33532560426778	2.74875302519773	5.59988133613317	0.000145407042019127	0.0120738725529154	1.32445792101843
1721	-1.52687875497842	2.18150760448684	-5.59842391130825	0.000145729843345409	0.0120738725529154	1.32233303947861
3730	-0.937856938507221	2.44373800127812	-5.54869200711052	0.000157213228345237	0.0126753871344327	1.24962242660142
1295	-1.53388720457306	1.86850687646789	-5.50354444788453	0.000168470776515969	0.0126753871344327	1.18327303348874
3379	-0.842712995849004	1.8954922778464	-5.48794629618461	0.000172556258487503	0.0126753871344327	1.16027437301705
338	1.26875850888857	2.03774229865264	5.48269754074106	0.000173954523810246	0.0126753871344327	1.15252665215597
3378	-0.861210821954958	2.000611645254	-5.47534153769753	0.000175934400469884	0.0126753871344327	1.14166103578189
879	0.949583649779076	2.25473668384168	5.45951919646333	0.00018027437636554	0.0126753871344327	1.11826056031998
102	1.13136188923357	3.04185987776578	5.45628252224873	0.000181176073147667	0.0126753871344327	1.11346877323348
92	-1.10573003899817	3.49715625864628	-5.45461511971058	0.00018164245445031	0.0126753871344327	1.11099959023813
3212	1.52675683839931	3.91357391554992	5.452321758127	0.000182285998851625	0.0126753871344327	1.10760273036661
542	0.760108834879527	2.49645353135661	5.40244180171711	0.000196897330279724	0.0129031579399583	1.03351539041931
8	-1.14202857077157	3.33349196697281	-5.40172957138671	0.000197114733041191	0.0129031579399583	1.03245464694103
1771	-0.905624815560033	1.10162422618135	-5.39857172687723	0.000198081707171417	0.0129031579399583	1.02775061680534
96	-1.84642734269196	4.63076955690022	-5.38142800241603	0.000203419743759464	0.0129031579399583	1.00218517557989
152	1.95132528597452	2.16588360356721	5.36419534644164	0.000208939221353072	0.0129031579399583	0.976440203237025
3654	-1.00618741817479	2.92549118658042	-5.35090507930085	0.000213304194478863	0.0129031579399583	0.95655292115351
1813	-2.09930412209333	1.99742693560852	-5.34825185077863	0.000214187105725285	0.0129031579399583	0.952579339518197
1132	1.15757359849889	2.33290161969131	5.34598933696294	0.000214943055116786	0.0129031579399583	0.949190028733977
1712	-1.45218233135467	1.84370261595626	-5.34467352253195	0.000215383992320824	0.0129031579399583	0.947218528705898
