PC1	PC2	PC3	PC4	PC5	PC6	sample	group	sample_simple
-61.62027700526045	-22.631643899826756	10.695471765152353	17.105116554384917	6.734489890836588	-8.921414308461019	Heffel_adult_Post-mortem neurons	Post-mortem neurons	Heffel_adult_Post-mortem neurons
-20.882645706906867	45.2245330480759	2.6384556738933	-40.34448008075036	-28.526411342629967	-19.65652188804068	Hu2021_NeuNplus_Post-mortem neurons	Post-mortem neurons	Hu2021
-25.153929947105027	28.544276346630888	14.181022188009717	-19.04882494440966	20.947199545443453	25.14487987051548	Pletenev2024_NeuNplus_Post-mortem neurons	Post-mortem neurons	Pletenev2024
5.769116912313747	53.96753704172259	-13.327428136451921	46.00293939793776	-21.05190910035408	14.361024036585933	Rahman2023_NeuNplus_Post-mortem neurons	Post-mortem neurons	Rahman2023
-38.10395006084633	-8.062309332733005	9.890852240787883	1.733541257150143	26.963917528832088	6.127357763461481	Tian2023_NeuNplus_Post-mortem neurons	Post-mortem neurons	Tian2023
48.82610917627349	-42.63465368603741	52.15446407074114	2.314626788309518	-23.359675489530552	8.258936957386164	Heffel_2T_Fetal neurons	Fetal neurons	Heffel_2T_Fetal neurons
34.643008536531504	-33.51045433738102	-46.380345357645645	-19.467796257813525	-3.579134972420669	27.861635508095016	Heffel_3T_Fetal neurons	Fetal neurons	Heffel_3T_Fetal neurons
-25.075478139548853	-43.09461490108887	-28.31810945920805	8.068151391430463	-9.13949104227587	-26.187240101971096	Heffel_infant_Fetal neurons	Fetal neurons	Heffel_infant_Fetal neurons
81.59804623454865	22.19732972063751	-1.5343829852785325	3.6367258937608056	31.01101498209929	-26.988657837571207	Rahman2023_FetalBrain_Fetal neurons	Fetal neurons	Rahman2023_FetalBrain
