name
TSPAN6
DPM1
SCYL3
C1orf112
FUCA2
GCLC
NFYA
STPG1
NIPAL3
LAS1L
ENPP4
ANKIB1
CYP51A1
KRIT1
RAD52
BAD
LAP3
HECW1
MAD1L1
LASP1
SNX11
M6PR
KLHL13
ICA1
DBNDD1
ALS2
CFLAR
TFPI
NDUFAF7
RBM5
MTMR7
ARF5
SARM1
POLDIP2
AK2
FKBP4
KDM1A
RBM6
RECQL
VPS50
ARHGAP33
NDUFAB1
SLC25A13
ST7
CDC27
HCCS
DVL2
UPF1
SKAP2
SLC25A5
MCUB
POLR2J
DHX33
THSD7A
LIG3
RPAP3
REXO5
CIAPIN1
SPPL2B
FAM214B
PRKAR2B
MSL3
CREBBP
TSPOAP1
GCFC2
WDR54
CROT
KMT2E
RHBDD2
ZNF195
MYCBP2
FBXL3
PDK2
ITGA3
ZFX
LAMP2
GDE1
REX1BD
OSBPL7
TMEM98
ABCC8
TMEM132A
AP2B1
TAC1
ZNF263
SPATA20
MAP3K9
RALA
KDM7A
ETV1
AGK
PHTF2
FARP2
GGCT
DBF4
IFRD1
COX10
GTF2IRD1
PAF1
VPS41
ARHGAP44
ELAC2
ARSD
CDKL3
MARK4
CCDC124
PAFAH1B1
KIAA0100
GAS7
ST7L
PAX6
LUC7L
CACNA2D2
BAIAP3
TSR3
PIGQ
CRAMP1
DNAJC11
PSMB1
SYN1
JARID2
CDKL5
CDK11A
NADK
CYTH3
ADAM22
SYPL1
CYB561
SPAG9
CELSR3
AASS
SS18L2
MPND
MGST1
CRY1
ST3GAL1
PKD1
MAPK8IP2
MED24
RHOBTB2
HEATR5B
SEC62
RPS20
CSDE1
UBE3C
REV3L
TENM1
FAM76A
POMT2
VTA1
BAZ1B
RANBP9
SPRTN
METTL13
DYRK4
ZNF207
UQCRC1
STARD3NL
NCAPD2
PHF7
NISCH
FUZ
IDS
ZNF200
LRRC23
SCMH1
FYN
HIVEP2
ELOA
LYPLA2
CLCN6
TSPAN9
MKS1
ABHD5
ANOS1
AKAP8L
MBTD1
UTP18
RNF216
TTC19
PTBP1
DPF1
SYT7
LARS2
PIK3C2A
ANLN
RABGAP1
PPP5C
CEP68
MAP4K3
LDAF1
GABRA3
BRCA1
ERCC1
MBTPS2
EXTL3
ELOVL5
CALCOCO1
UBR7
MAP4K5
MAN2B2
SLC7A14
SLC25A39
MVP
NUB1
PGM3
RWDD2A
CLK1
POLR3B
ANGEL1
RNF14
DNASE1L1
DDX11
TACC3
UFL1
POLA2
CAPN1
MDH1
SLC30A9
COX15
CCDC88C
YAF2
ZMYND11
BID
MATR3
XYLT2
RGPD5
STMN4
NUDCD3
GLT8D1
ATP2C1
RALBP1
RUFY3
CNTN1
AGPS
STEEP1
TTC27
ZNF582
PHLDB1
SYT13
ZRANB1
NCDN
ZFP64
MNAT1
SAMD4A
MRE11
SPAST
NRXN3
OSBPL5
AQR
FHL1
RTF2
GABRA1
SLC45A4
RNF10
ZNF839
ZDHHC6
GRAMD1B
RB1CC1
ERP44
ALAS1
AKAP11
GLRX2
SNAPC1
DERA
STRAP
PLEKHO1
GCLM
UBR2
RRAGD
HSF2
PHF20
NR1H3
NCAPH2
TOMM34
SEC63
KPNA6
VIM
FAS
RNASET2
CD44
AGPAT4
BTN3A1
MIPEP
IFNGR1
B4GALT7
VEZT
POU2F2
BRD9
SNX1
TBPL1
ARNTL2
BCLAF1
SLC39A9
TFB1M
RABEP1
HMGB3
NUP160
BAK1
IKZF2
GRN
FAM13B
SARS1
RANBP3
ARID4A
EIPR1
PNPLA6
IFT88
ALG1
ZCCHC8
ABCF2
CHPF2
LRRC7
FUT8
UBA6
GAB2
ATP6V0A1
PIAS1
SLC4A7
TMSB10
RNF19A
PEX3
GABARAPL2
SH3YL1
FAM136A
VCL
DAPK2
NSMAF
ADSS2
TIMP2
RFC1
TBC1D23
CUL3
ZZZ3
TUBG2
RPL26L1
NSUN2
FBXO42
MFAP3
MRI1
METTL1
AGA
PI4K2B
BOD1L1
MAT2B
EDC4
TRIO
VCAN
CLEC16A
MTREX
ZFYVE16
RIPOR1
RAI14
PNKP
PHLPP2
SPDL1
STAU2
SLC66A1
CTNS
PHF23
CDH10
INPP4A
RAB27B
PSMA4
MYO16
LSG1
THAP3
TDP1
SPATA7
MED17
AP2S1
DCUN1D1
ZIC2
TRIT1
CUL7
CTNNA1
PHKA2
CNTLN
EPHA3
HSPA5
GEMIN8
OFD1
GPM6B
WDR37
YTHDC2
CTPS2
ATP6V1H
POLR2B
FAM214A
ARAP2
TPR
KATNIP
DTNBP1
C12orf4
SCML1
WWC3
MAP4
GOPC
USP28
HDAC9
TSPAN17
NOP16
CC2D2A
RRM2B
ZNF800
SNX29
LMO3
MRPS10
RSF1
VPS13D
CELF2
FAM120A
R3HDM1
KITLG
ERCC8
VAMP3
LTBP1
RCN1
RFC2
ARID1B
CLPTM1L
NEDD4L
PPP1R3F
HEXB
PTCD2
NEXMIF
JKAMP
DKK3
NFE2L3
MCUR1
LIMA1
LETMD1
SLC4A8
MAPK9
BCAR1
FHIP1B
HERPUD1
HOMER3
PIK3CB
THOC3
HEBP2
MPHOSPH9
PLEKHA5
SIKE1
RRP12
FNIP2
MSMO1
TTC17
FOXN3
AKR7A2
MRTO4
USE1
MCF2L2
AP5M1
ANAPC4
TRAPPC3
THRAP3
PHPT1
ARID4B
OPN3
