name
DPM1
SCYL3
C1orf112
CFH
FUCA2
GCLC
NFYA
STPG1
NIPAL3
LAS1L
ENPP4
ANKIB1
CYP51A1
KRIT1
RAD52
BAD
LAP3
HS3ST1
HECW1
MAD1L1
LASP1
SNX11
M6PR
CYP26B1
ICA1
DBNDD1
ALS2
CFLAR
TFPI
NDUFAF7
RBM5
MTMR7
ARF5
SARM1
POLDIP2
PLXND1
AK2
FKBP4
KDM1A
RBM6
CAMKK1
RECQL
VPS50
ARHGAP33
NDUFAB1
ARX
SLC25A13
ST7
CDC27
HCCS
DVL2
UPF1
SKAP2
SLC25A5
POLR2J
DHX33
THSD7A
LIG3
RPAP3
REXO5
CIAPIN1
SPPL2B
FAM214B
PRKAR2B
MSL3
CREBBP
TSPOAP1
GCFC2
WDR54
CROT
KMT2E
RHBDD2
SOX8
ZNF195
MYCBP2
FBXL3
ITGAL
PDK2
ITGA3
ZFX
LAMP2
ITGA2B
GDE1
REX1BD
CRLF1
OSBPL7
TMEM98
MAP3K14
ABCC8
CACNG3
TMEM132A
AP2B1
TAC1
ZNF263
CX3CL1
SPATA20
CACNA1G
DLX6
MAP3K9
RALA
KDM7A
ETV1
AGK
PHTF2
FARP2
GGCT
DBF4
TBXA2R
IFRD1
COX10
GTF2IRD1
PAF1
VPS41
ARHGAP44
ELAC2
CDKL3
MARK4
PROM1
CCDC124
PAFAH1B1
NOS2
DNAH9
KIAA0100
GAS7
MATK
ST7L
RPUSD1
LUC7L
CACNA2D2
BAIAP3
TSR3
PIGQ
CRAMP1
DNAJC11
MYLIP
PSMB1
SYN1
JARID2
CDKL5
CAMK1G
CDK11A
NADK
CYTH3
ADAM22
CYB561
SPAG9
CELSR3
AASS
MPND
MGST1
CRY1
NFIX
ST3GAL1
PKD1
MAPK8IP2
MED24
RHOBTB2
HEATR5B
SEC62
RPS20
CSDE1
UBE3C
REV3L
TENM1
IYD
FAM76A
POMT2
VTA1
MLXIPL
BAZ1B
RANBP9
SPRTN
METTL13
DYRK4
ZNF207
UQCRC1
STARD3NL
HHATL
NCAPD2
IFFO1
PHF7
NISCH
FUZ
SLC6A13
IDS
ZNF200
LRRC23
BTK
SCMH1
FYN
HIVEP2
ELOA
LYPLA2
CLCN6
MRC2
SLC6A7
TSPAN9
APBA3
MKS1
ABHD5
AKAP8L
MBTD1
UTP18
RNF216
TTC19
PTBP1
DPF1
SYT7
LARS2
PIK3C2A
PLAUR
ANLN
WIZ
RABGAP1
DCN
QPCTL
PPP5C
CEP68
MAP4K3
GABRA3
BRCA1
ERCC1
CD22
MBTPS2
EXTL3
ELOVL5
""
CALCOCO1
UBR7
MAP4K5
EHD3
MAN2B2
SLC7A14
SLC25A39
MVP
NUB1
PGM3
RWDD2A
CLK1
POLR3B
ANGEL1
RNF14
DNASE1L1
DDX11
HEBP1
MAMLD1
CD6
TACC3
UFL1
POLA2
ZC3H3
CAPN1
MDH1
SLC30A9
MTMR11
COX15
CCDC88C
YAF2
ZMYND11
BID
MATR3
XYLT2
RGPD5
STMN4
NUDCD3
GLT8D1
ATP2C1
IGF1
RALBP1
RUFY3
CNTN1
SLC11A1
AGPS
STEEP1
ATP1A2
TTC27
PHLDB1
PRDM11
SYT13
CD74
HGF
ZRANB1
NCDN
ADGRA2
ZFP64
MNAT1
SAMD4A
MRE11
PLEKHB1
SPAST
NRXN3
OSBPL5
AQR
CPS1
FHL1
RTF2
GABRA1
SLC45A4
RNF10
ZNF839
ZDHHC6
GRAMD1B
RB1CC1
ERP44
ALAS1
AKAP11
GLRX2
SNAPC1
STRAP
PLEKHO1
GCLM
UBR2
CCDC28A
RRAGD
HSF2
PHF20
NR1H3
NCAPH2
TOMM34
SEC63
KPNA6
FAS
RNASET2
KCNG1
AGPAT4
BTN3A1
MIPEP
IFNGR1
B4GALT7
VEZT
POU2F2
BRD9
SNX1
TBPL1
ARNTL2
BCLAF1
SLC39A9
ANK1
TFB1M
RABEP1
HMGB3
NUP160
BAK1
IKZF2
GRN
FAM13B
SARS1
RANBP3
ARID4A
EIPR1
PNPLA6
IFT88
ALG1
ZCCHC8
ABCF2
CHPF2
LRRC7
FUT8
UBA6
GAB2
ATP6V0A1
PIAS1
SLC4A7
APBA2
MAP2K3
CLXN
TMSB10
ASTE1
RNF19A
PEX3
GABARAPL2
SH3YL1
FAM136A
VCL
DAPK2
NSMAF
ADSS2
TIMP2
RFC1
TBC1D23
CUL3
MYOM2
CYP46A1
ZZZ3
USP2
CASR
TUBG2
RPL26L1
NSUN2
FBXO42
MFAP3
MRI1
METTL1
AGA
BOD1L1
MAT2B
TLL1
EDC4
TRIO
VCAN
CLEC16A
MTREX
DNAH5
ZFYVE16
RIPOR1
RAI14
PNKP
PHLPP2
SPDL1
STAU2
SLC66A1
CTNS
RTN4R
PHF23
CDH10
INPP4A
RAB27B
PSMA4
MYO16
LSG1
PARP3
THAP3
TDP1
AIFM2
SPATA7
MED17
RETSAT
AP2S1
DCUN1D1
JADE2
LCP2
TRIT1
ADRB1
CUL7
CTNNA1
PHKA2
CNTLN
EPHA3
HSPA5
GEMIN8
OFD1
GPM6B
PREX2
WDR37
YTHDC2
CTPS2
ATP6V1H
POLR2B
FAM214A
ARAP2
TPR
KATNIP
DTNBP1
C12orf4
SCML1
WWC3
ARHGAP6
FAM184B
MAP4
GOPC
USP28
HDAC9
TSPAN17
NOP16
CC2D2A
RRM2B
ZNF800
SNX29
LMO3
MRPS10
RSF1
VPS13D
CELF2
FAM120A
R3HDM1
KITLG
ERCC8
ADAMTS6
H6PD
VAMP3
PER3
EPN3
RCN1
ELN
RFC2
ARID1B
CLPTM1L
NEDD4L
PPP1R3F
HEXB
PTCD2
NEXMIF
JKAMP
DKK3
MCUR1
LIMA1
LETMD1
SLC4A8
LAMC3
MAPK9
COL23A1
BCAR1
FHIP1B
HERPUD1
PIK3CB
THOC3
MPHOSPH9
PLEKHA5
SIKE1
RRP12
FNIP2
MSMO1
TTC17
FSTL4
FOXN3
METTL24
AKR7A2
MRTO4
NNAT
USE1
MCF2L2
LAMA3
AP5M1
ANAPC4
TRAPPC3
THRAP3
PHPT1
ARID4B
OPN3
SDCCAG8
PTPRN
KIF1B
TBC1D22A
SYNE2
PLEKHH1
ATP9A
CBLN4
FAM168A
RELT
GALC
NOP58
SZRD1
KCNH2
CUL1
FAM114A2
CYFIP2
TAB2
GINM1
EIF2AK2
USP36
KMT2C
CCDC85A
PUM2
MRPL43
ITIH4
HPF1
ZFR
ZNF280C
PHF21B
TRAF1
RC3H2
TRAF3IP2
DCBLD2
PKP2
GDI2
PRDM1
ATG5
TMCC3
PITHD1
MTA3
USP13
ATP11B
CDK14
SEC61A1
PPP1R12A
RASGRF1
CAMK2B
CROCC
POLR3E
ATP2B4
RIOK2
YIPF1
DGKG
FLYWCH1
UNKL
PARP12
ALDH18A1
TARBP1
GATB
MXD1
CDK17
DNAJC25
SLC2A3
PSD
CTDP1
YBX3
STYK1
WNK1
CCAR1
OGFR
PTPRU
SNRNP40
RIMBP2
COL11A1
QSER1
MPC1
ACAA1
BCAT1
HDAC7
LZTS1
SPAG4
NCKAP1
MRPS35
GUCY1B1
SFSWAP
TNK2
MON2
CDH3
GPBP1
DGAT2
ZNF112
CS
MRPS24
ELMO2
WAPL
VMP1
APPBP2
POLD1
SEZ6
EIF4B
BICRA
SPHK2
RPL18
CA11
ISOC2
U2AF2
EPN1
MED29
AHRR
ZNF275
MTMR1
GPC1
ADCK1
HAGH
RNF4
LIMCH1
INTS13
TM7SF3
ST3GAL6
ATP2C2
CDON
TAF2
HIPK2
TNPO3
RFXANK
TMEM161A
LPAR2
CTSA
SUGP2
SLC12A2
SNX24
ABCA7
SNCAIP
DDX20
BTBD1
FAR2
SBNO2
PMS1
HMG20B
CALCRL
TAF11
ANKS1A
AP3D1
ZNF76
SLC9A3R2
NTHL1
UHRF1BP1
GNAI3
IPO5
OAT
WDR3
PKN2
WDR18
DGKA
ERBB3
ANKRD44
KARS1
ADAT1
PDIA5
TBC1D22B
NDUFB4
SPEN
MYLK
ZC3H15
MAP2K4
PACC1
SNAP91
SLK
CYB5R4
GSTO2
SEC61A2
TLE2
ASB1
ME1
TBC1D1
CDK13
MTHFD2
SLC9A7
FOXJ2
YBX1
PDE4A
PPP2R5A
CTNNA2
ELAVL1
TIE1
DIP2B
SMARCD1
KDM4A
NFYC
SLC9A3
NGEF
ELOVL1
MPPED2
ZBTB11
ATXN3
GOLGA5
FGFR2
LRRC40
EML1
TRMT11
THUMPD1
MSANTD3
ATG2B
ARFGEF1
ZFAT
MTFR1
STAG3
FECH
MYO9A
PFKP
IDI1
KLF6
PLPP1
NEO1
TRAM1
TNFRSF1A
CACNB1
EVI5
STOML1
PKM
DHX29
DNTTIP2
METTL22
TP53BP1
TRO
RRP15
RHOA
DHX8
PRKCZ
IARS2
SYT1
NAV3
IDH3G
ROGDI
PDZD4
ATP2B3
ROCK1
CBFB
PDK3
HYAL2
HDAC4
RASSF1
HEATR6
COASY
PLEKHH3
MEF2A
TBC1D25
ACSL4
INPP5A
FTSJ1
REEP1
ATP11A
POLR1A
LAPTM4A
TTC7A
IP6K2
SRBD1
KIF2A
RASGRP2
PSME4
IFT80
ERLEC1
PPP2R5B
MAST4
SDK2
NUP133
NUCKS1
VPS35
DNAJA2
KCNAB2
ABCC9
CLEC2D
FUNDC1
MAOB
RORA
TGFBR3
