	Unnamed: 0	tad_file	sample	sample_simple	Group	PC1	PC2	PC3	PC4	PC5	PC6
15	15	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_Malachowski_NPC_5kb_hg_15res_150wind.csv	Malachowski_NPC	Malachowski	NPC	-118.7371376484796	-51.67995747403932	-41.72047603483136	-72.42607322953484	-43.82150778464469	0.2572225253392547
16	16	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_Eres_iPSC_5kb_15res_150wind.csv	Eres_iPSC_5kb	Eres	iPSC	-124.63652473895394	-157.12764979411122	-93.61111831995028	14.892136889609109	-68.88929010571671	-1.2535880692168293
17	17	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_Cordazzo_iPSC_5kb_15res_150wind.csv	Cordazzo_iPSC_5kb	Cordazzo	iPSC	-237.46567061149932	-97.32214396649852	-45.15697099076089	82.4175937419417	79.35046899042067	0.8688996277205016
18	18	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_GSE167200_H9_ESC_15res_150wind.csv	Zhang	Zhang	ESC	-244.12681295560952	-157.65487789629145	56.95827300202519	127.01172343896444	88.4769417014595	-37.2797748791248
19	19	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_GSE52457_H1_ESC_15res_150wind.csv	Dixon	Dixon	ESC	-143.68840922166473	-185.82945132387	-44.68110589167071	61.239986869458825	-45.772481373890656	-15.135621643314831
20	20	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_Lu2020_hESC_5kb_15res_150wind.csv	Lu	Lu	ESC	-164.09204034018322	-191.71142058756368	-0.5570334597214197	80.79563791202979	-20.223681483964384	-32.45949027851581
21	21	/tank/projects/diana_hic/cultures_vs_postmortem/8_add_new_tissues/tads_pcas/additional_tissues_tads_results/full_insulation_score_Lyu_H9_ESC_15res_150wind.csv	Lyu	Lyu	ESC	-154.05551307575644	-171.60918779490092	-106.54049898211636	13.53026000940956	-44.26256891194605	19.392198087890343
22	22	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_Zaghi2023_iPSC_NeuNplus_15res_150wind.csv	Zaghi2023_iPSC_NeuNplus	Zaghi	iPSC-derived neurons	-3.3476663796414567	44.978731241646656	33.43118741688624	-175.58294660931634	-54.51202102231047	9.153294670248023
23	23	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_Amy_CMN_CaB_Gpe_BNST_NAC_Pu_IN_29_42_58_years_15res_150wind.csv	Amy_CMN_CaB_Gpe_BNST_NAC_Pu_IN_29_42_58_years	Tian (IN, amygdala)	Post-mortem neurons	260.1011598236095	-32.78847726834907	-50.39317500890508	6.729369111130311	-44.7784357964523	46.51745132805165
24	24	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_Titus_iPSC_drop_diag_5kb_15res_150wind.csv	Titus_iPSC_drop_diag_5kb	iPSC Titus	iPSC	-123.54450776443814	-171.18856727772814	-193.9775943868899	-36.22339453494183	-128.7030479988965	23.74955126857325
25	25	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_SEP_SI_IN_29_42_58_years_15res_150wind.csv	SEP_SI_IN_29_42_58_years	Tian (IN, septum)	Post-mortem neurons	260.80766070729163	-24.24438645461484	-34.97821442938213	13.28910681635703	-39.38057909771481	55.72511694760919
26	26	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_Lu2020_iPSC_NeuNplus_15res_150wind.csv	Lu2020_iPSC_NeuNplus	Lu	iPSC-derived neurons	-43.44914843583447	-7.126813861567968	325.6356159388352	119.9749381222265	-103.58231234063776	-20.661295255838688
27	27	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_Li2022_iPSC_NeuNplus_15res_150wind.csv	Li2022_iPSC_NeuNplus	Li	iPSC-derived neurons	-41.140404529954665	-50.87246232007512	194.0953234768332	-73.11421568936483	92.04841267160306	-11.859002871945885
28	28	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_MTG_LEC_EN_29_42_58_years_15res_150wind.csv	MTG_LEC_EN_29_42_58_years	Tian (EN, MTG)	Post-mortem neurons	317.2196325699754	-20.592145633366705	-103.21140158863342	-11.575234005704026	64.76642913575331	-87.51677871246389
29	29	/tank/projects/diana_hic/cultures_vs_postmortem/2_tads/tads_borders_layouts/exact_maps/full_insulation_score_V1C_EN_29_42_58_years_15res_150wind.csv	V1C_EN_29_42_58_years	Tian (EN, V1C)	Post-mortem neurons	296.5924106067684	-20.90618599242677	-42.36731695306901	82.18987474198828	57.614969093517054	-138.41611727391393
